1,['23'],['43'],1.1769173177288526,0.24390243902439024,0.02,0.26207041956567567,0.10400000000000001,0.8999308981631767
2,['47'],['29'],1.157087379407655,0.24324324324324326,0.018,0.238749424636193,0.099,0.9048519547714621
3,['13'],['9'],0.9813864761761681,0.17857142857142858,0.01,0.09733124018838304,0.126,0.8790952359877852
4,['9'],['13'],0.9813864761761681,0.1111111111111111,0.01,0.09733124018838304,0.126,0.8790952359877852
5,"['27', '28']",['13'],0.9707688465655518,0.11320754716981132,0.006,0.06060121522225776,0.097,0.907135631343294
6,['13'],"['27', '28']",0.9707688465655518,0.10714285714285714,0.006,0.06060121522225776,0.097,0.907135631343294
7,['39'],['33'],0.9647535778854328,0.14545454545454545,0.008,0.07316111220666534,0.117,0.8878824656787675
8,['33'],['39'],0.9647535778854328,0.10256410256410256,0.008,0.07316111220666534,0.117,0.8878824656787675
9,['39'],['49'],0.9584973205509217,0.10909090909090909,0.006,0.05323157182880882,0.10200000000000001,0.902510748722113
10,['49'],['39'],0.9584973205509217,0.1016949152542373,0.006,0.05323157182880882,0.10200000000000001,0.902510748722113
11,['39'],['37'],0.9463266301002874,0.10909090909090909,0.006,0.047156052503646094,0.108,0.8967455775966413
12,['37'],['39'],0.9463266301002874,0.09230769230769231,0.006,0.047156052503646094,0.108,0.8967455775966413
13,['17'],['43'],0.9415295569790059,0.09803921568627451,0.005,0.038421338684727635,0.10300000000000001,0.9012702182942782
14,['43'],['17'],0.9415295569790059,0.08064516129032258,0.005,0.038421338684727635,0.10300000000000001,0.9012702182942782
15,['39'],['2'],0.932023887891655,0.10909090909090909,0.006,0.03996865203761757,0.115,0.8900152358540374
16,['2'],['39'],0.932023887891655,0.08333333333333333,0.006,0.03996865203761757,0.115,0.8900152358540374
17,['39'],['0'],0.9299026587791938,0.12727272727272726,0.007,0.04724096863834856,0.125,0.8802816901408451
18,['0'],['39'],0.9299026587791938,0.08333333333333333,0.007,0.04724096863834856,0.125,0.8802816901408451
19,['29'],['46'],0.9292853582835789,0.13114754098360656,0.008,0.050434471020335034,0.13,0.8760358872632439
20,['46'],['29'],0.9292853582835789,0.09411764705882353,0.008,0.050434471020335034,0.13,0.8760358872632439
21,['13'],['41'],0.9289945693733012,0.10714285714285714,0.006,0.03786945812807881,0.116,0.8891571112452223
22,['41'],['13'],0.9289945693733012,0.08333333333333333,0.006,0.03786945812807881,0.116,0.8891571112452223
23,['23'],['42'],0.927818750657863,0.13414634146341464,0.011,0.056804293533131385,0.142,0.8667384571247316
24,['42'],['23'],0.927818750657863,0.13414634146341464,0.011,0.056804293533131385,0.142,0.8667384571247316
25,['17'],['16'],0.926523904389998,0.11764705882352941,0.006,0.039877104269346486,0.12,0.8847778001206514
26,['16'],['17'],0.926523904389998,0.07407407407407407,0.006,0.039877104269346486,0.12,0.8847778001206514
27,['13'],['36'],0.9264854236676631,0.125,0.007,0.04475982532751091,0.126,0.8794295983401522
28,['36'],['13'],0.9264854236676631,0.08333333333333333,0.007,0.04475982532751091,0.126,0.8794295983401522
29,['47'],['33'],0.9241490896072879,0.12162162162162163,0.009,0.04731195403646596,0.134,0.873609135570822
30,['33'],['47'],0.9241490896072879,0.11538461538461539,0.009,0.04731195403646596,0.134,0.873609135570822
31,['29'],['11'],0.9231467170385128,0.09836065573770492,0.006,0.03257581087736579,0.11699999999999999,0.888718906161147
32,['11'],['29'],0.9231467170385128,0.08823529411764706,0.006,0.03257581087736579,0.11699999999999999,0.888718906161147
33,['29'],['3'],0.9230518353656392,0.11475409836065574,0.007,0.03986344724583052,0.125,0.8809463881198086
34,['3'],['29'],0.9230518353656392,0.08974358974358974,0.007,0.03986344724583052,0.125,0.8809463881198086
35,['13'],['35'],0.9228223610404689,0.10714285714285714,0.006,0.03474903474903474,0.11900000000000001,0.8862733262914341
36,['35'],['13'],0.9228223610404689,0.08,0.006,0.03474903474903474,0.11900000000000001,0.8862733262914341
37,['33'],['23'],0.9222022749507507,0.1282051282051282,0.01,0.05033238366571701,0.14,0.8682658912850336
38,['23'],['33'],0.9222022749507507,0.12195121951219512,0.01,0.05033238366571701,0.14,0.8682658912850336
39,['39'],['24'],0.9220007484639808,0.09090909090909091,0.005,0.02666926221530076,0.111,0.8939614862486801
40,['24'],['39'],0.9220007484639808,0.07575757575757576,0.005,0.02666926221530076,0.111,0.8939614862486801
41,['39'],['13'],0.9203763921010505,0.07272727272727272,0.004,0.01771956856702619,0.103,0.9017368235340243
42,['13'],['39'],0.9203763921010505,0.07142857142857142,0.004,0.01771956856702619,0.103,0.9017368235340243
43,['13'],['24'],0.9193365667813204,0.08928571428571429,0.005,0.024931171612113796,0.11199999999999999,0.8931013951692066
44,['24'],['13'],0.9193365667813204,0.07575757575757576,0.005,0.024931171612113796,0.11199999999999999,0.8931013951692066
45,['2'],['19'],0.9159223778299295,0.1111111111111111,0.008,0.037999037999038004,0.132,0.8753953398308915
46,['19'],['2'],0.9159223778299295,0.10526315789473684,0.008,0.037999037999038004,0.132,0.8753953398308915
47,['29'],['43'],0.9151536884374599,0.08196721311475409,0.005,0.0212870075850257,0.113,0.8926486808524342
48,['43'],['29'],0.9151536884374599,0.08064516129032258,0.005,0.0212870075850257,0.113,0.8926486808524342
49,['13'],['27'],0.9140723116626028,0.125,0.007,0.038461538461538464,0.132,0.8736507732010644
50,['27'],['13'],0.9140723116626028,0.07777777777777778,0.007,0.038461538461538464,0.132,0.8736507732010644
51,['49'],['37'],0.9137714629222307,0.0847457627118644,0.005,0.021118462793437875,0.11399999999999999,0.8914880001287928
